Manufacturer,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Weight,Price,Sales
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,AMD Radeon,Windows,2.3,118127,22417
Dell,Gaming,15.6,3840x2160,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.72,109900,35281
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows,2.4,112900,24861
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows,1.8,205038,23010
HP,Gaming,17.3,1920x1080,Intel Core i7,12,1TB HDD,Nvidia GeForce,Windows,2.62,179900,25776
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i7,4,128GB SSD,Intel HD,Windows,1.8,63800,33176
Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,149900,28488
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i7,16,512GB SSD,Intel HD,Windows,2.8,244000,31484
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.7,149900,33994
Dell,Ultrabook,13.3,3840x2160,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.21,194900,35344
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.27,233900,28985
Dell,Gaming,17.3,1920x1080,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,358880,32988
Dell,Notebook,15.6,1920x1080,Intel Core i7,4,256GB SSD,AMD Radeon,Windows,2.18,73900,31337
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,117900,35902
Dell,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,307289,30949
Dell,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.21,277463,33038
Dell,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.36,250502,34301
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,1.98,96100,25288
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,65901,29632
Lenovo,2 in 1 Convertible,13.9,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.38,107900,26504
Dell,Gaming,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.62,167900,26838
Lenovo,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,149900,31078
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.6,127200,33812
Lenovo,Notebook,15.6,1366x768,Intel Core i7,8,500GB HDD,Nvidia GeForce,No OS,2.2,62900,26508
Dell,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,AMD Radeon,Linux,2.02,104900,27322
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,3.31,130500,29860
Lenovo,Notebook,17.3,1920x1080,Intel Core i7,8,2TB HDD,Nvidia GeForce,No OS,2.8,84900,23153
Dell,Ultrabook,12.5,1920x1080,Intel Core i7,16,256GB SSD,Intel HD,Windows,1.18,185900,33196
Dell,Notebook,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,AMD Radeon,Windows,2.8,108500,30294
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.36,249900,30268
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.95,109700,33911
Lenovo,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.6,228999,27906
Lenovo,Notebook,14,2560x1440,Intel Core i7,16,256GB SSD,Intel HD,Windows,1.1,262000,24127
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2.3,152900,28951
Dell,Notebook,17.3,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.77,154900,24073
Dell,Notebook,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2,120700,23729
Dell,Gaming,15.6,3840x2160,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.42,286899,23815
Lenovo,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.3,171349,23117
Lenovo,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD +  1TB Hybrid,Nvidia GeForce,Windows,4.6,324000,25059
Lenovo,2 in 1 Convertible,13.9,1920x1080,Intel Core i7,8,512GB SSD,Intel UHD,Windows,1.37,184900,35766
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,3.2,129900,22588
Lenovo,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.58,148000,29803
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,No OS,2.2,70900,22637
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,4,1TB Hybrid,Intel HD,Windows,2.32,82500,34407
Asus,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.7,111800,32454
Asus,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.25,104900,35970
Asus,Notebook,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.69,88900,26109
Asus,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.7,389000,27290
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.6,102900,33444
Lenovo,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,4,256GB SSD,Intel HD,Windows,1.8,84700,24503
Lenovo,Netbook,12.5,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.3,165000,25325
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,140700,25324
Dell,Gaming,17.3,3840x2160,Intel Core i7,32,1TB SSD +  1TB HDD,Nvidia GeForce,Windows,4.36,365940,30445
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,3.6,299900,22797
Lenovo,Ultrabook,15.6,1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce,Windows,1.54,83100,33353
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.4,119900,35582
Lenovo,Notebook,17.3,1600x900,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.8,85900,27998
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,No OS,2.4,86900,32395
Dell,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,12,256GB SSD,Intel HD,Windows,1.6,129900,28555
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.13,228200,30761
Dell,Ultrabook,13.3,3200x1800,Intel Core i7,16,1TB SSD,Intel HD,Windows,1.2,225400,33318
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.37,175742,31867
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,4,1TB HDD,Intel HD,Windows,1.85,77900,32429
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.2,83200,32571
Acer,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.6,78901,24082
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,12,256GB SSD,Intel HD,Windows,1.4,185800,27654
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,68900,33855
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,179900,24983
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce,No OS,4,99800,32156
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,104800,34833
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,2.67,209000,33052
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.2,174900,27009
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows,2.5,244900,35681
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,2.5,87900,22961
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,110900,25639
Lenovo,Workstation,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.3,244500,25088
Toshiba,Notebook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2.4,140300,30669
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i7,16,1TB SSD,Intel HD,Windows,1.42,282400,22712
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,24,512GB SSD,Intel HD,Windows,1.32,238200,32828
Lenovo,2 in 1 Convertible,13.9,3840x2160,Intel Core i7,16,512GB SSD,Intel UHD,Windows,1.4,184900,24605
Asus,2 in 1 Convertible,15.6,3840x2160,Intel Core i7,16,512GB SSD +  2TB HDD,Nvidia GeForce,Windows,2.3,179900,30078
Asus,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.3,78700,30366
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.1,189900,26379
Lenovo,Workstation,15.6,1920x1080,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows,2.67,192500,29068
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,8,512GB SSD,Nvidia GeForce,Windows,1.7,194300,35478
Lenovo,2 in 1 Convertible,13.9,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.38,134900,33262
Toshiba,Ultrabook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.2,174700,26856
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.73,179900,29532
Toshiba,Ultrabook,14,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,1.47,176400,28839
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,241900,27365
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.4,77900,28414
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.37,197000,24333
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.3,235000,32028
Asus,Ultrabook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.1,174890,32796
Microsoft,Ultrabook,13.5,2256x1504,Intel Core i7,8,256GB SSD,Intel Iris,Windows,1.25,179900,31486
Microsoft,Ultrabook,13.5,2256x1504,Intel Core i7,8,256GB SSD,Intel Iris,Windows,1.252,186785,32590
Apple,Ultrabook,15.4,2880x1800,Intel Core i7,16,256GB Flash Storage,Intel Iris,Mac OS,2.04,213997,35224
Apple,Ultrabook,15.4,2880x1800,Intel Core i7,16,256GB SSD,AMD Radeon,macOS,1.83,243997,22796
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.2,139900,29357
Apple,Ultrabook,15.4,2880x1800,Intel Core i7,16,512GB SSD,AMD Radeon,macOS,1.83,285800,35846
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,159900,33386
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.4,129400,23996
Acer,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.2,229900,35472
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.14,272900,33579
MSI,Gaming,14,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.7,176900,23891
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.4,179900,34591
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.43,204890,34259
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.8,224900,24762
HP,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.11,134900,25406
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.43,194899,29989
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,119900,31635
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,114900,24131
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows,2.43,244900,22946
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  2TB HDD,Nvidia GeForce,Windows,1.8,224150,28128
MSI,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.94,226786,32452
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows,2.2,79900,23939
MSI,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,149280,25633
Asus,Ultrabook,14,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,1.3,149500,28620
Lenovo,Notebook,14,1920x1080,Intel Core i7,8,512GB SSD,AMD Radeon,No OS,1.5,79900,35800
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.99,174900,24152
Lenovo,Notebook,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows,2.5,237000,35614
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.23,74200,30736
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.24,133900,33005
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,4,1TB HDD,Nvidia GeForce,Windows,2.4,99900,34113
Apple,Ultrabook,15.4,2880x1800,Intel Core i7,16,512GB SSD,AMD Radeon,macOS,1.83,253745,27998
Lenovo,2 in 1 Convertible,15.6,3840x2160,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,2,189900,27918
Acer,Notebook,15.6,1920x1080,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,63900,33306
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.31,119600,32140
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,144900,25366
Asus,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.1,187300,23180
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.3,165500,24087
Asus,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.25,109900,27023
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.32,185900,25119
Lenovo,Notebook,15.6,1366x768,Intel Core i7,12,1TB HDD,Intel HD,Windows,2.2,60900,30012
Acer,Notebook,15.6,1920x1080,Intel Core i7,12,1TB HDD,Intel HD,Windows,2.15,65900,28482
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Linux,2.5,97900,30600
Asus,Notebook,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,174900,24814
Toshiba,Ultrabook,12.5,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.1,179000,33870
Asus,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD +  512GB SSD,Intel UHD,Windows,1.1,149900,29095
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.34,232500,30688
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,74500,28807
Asus,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.45,128000,30461
Asus,Gaming,17.3,1920x1080,Intel Core i7,64,1TB SSD,Nvidia GeForce,Windows,3.58,397500,28305
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,124900,32941
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.14,245000,25116
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4,190000,30273
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.37,202500,32540
Lenovo,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.36,158400,34312
Lenovo,Workstation,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows,2.18,185500,35759
Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,72032,34225
Lenovo,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.6,266300,28779
Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,72032,33570
Asus,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce,Windows,2.2,72032,33531
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,194900,27574
Asus,Notebook,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.1,114500,34475
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.5,160000,25589
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Linux,2.4,84600,25884
Toshiba,Ultrabook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.05,222600,28505
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.3,179900,25362
Toshiba,Notebook,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,2.4,197500,32161
Toshiba,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.2,104300,33986
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.7,229900,35083
Acer,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel UHD,Windows,1.6,88400,22148
Lenovo,Notebook,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows,3.4,299900,28485
Toshiba,Ultrabook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.36,187700,28482
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,12,256GB SSD,Intel HD,Windows,1.4,167300,29671
Lenovo,Ultrabook,14,2560x1440,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.17,168664,27768
Lenovo,Ultrabook,12.5,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.36,179800,31641
Asus,Gaming,17.3,1920x1080,Intel Core i7,32,256GB SSD +  256GB SSD,Nvidia GeForce,Windows,3.58,127900,29317
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.73,204990,30723
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,89900,27071
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,1.75,121538,29216
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,No OS,2.4,139800,28082
Asus,Gaming,17.3,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.7,159900,23441
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,244900,23255
Lenovo,2 in 1 Convertible,14,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.38,174900,27274
Lenovo,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,2,129900,22045
Lenovo,Workstation,15.6,3840x2160,Intel Core i7,16,1TB SSD,Nvidia Quadro,Windows,2.5,329900,29587
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,116900,29005
Lenovo,2 in 1 Convertible,14,2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.42,259000,32893
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.3,215000,32459
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.591,90900,27922
Lenovo,2 in 1 Convertible,13.3,1920x1080,Intel Core i7,8,512GB SSD,Intel UHD,Windows,1.19,149900,32762
Asus,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3.52,131249,34734
Asus,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.59,133900,23835
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,4.3,229900,25486
Asus,Notebook,15.6,1366x768,Intel Core i7,4,256GB SSD,Intel HD,Windows,2.37,84990,24776
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,3,95100,29511
Lenovo,Notebook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.4,101000,25429
Asus,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,12,2TB HDD,Nvidia GeForce,Windows,2.3,83900,29499
Lenovo,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,2.5,107900,28729
MSI,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.2,119180,34314
Microsoft,Ultrabook,13.5,2256x1504,Intel Core i7,16,512GB SSD,Intel Iris,Windows,1.25,258900,29468
Asus,Ultrabook,14,1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.1,190000,22450
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.96,190300,30193
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,AMD Radeon,Windows,2.1,122956,22423
Acer,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,2.2,84100,33126
Samsung,Ultrabook,15,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.17,169900,28233
Asus,Gaming,17.3,1920x1080,Intel Core i7,32,512GB SSD,Nvidia GeForce,Windows,3.8,279900,22672
Samsung,2 in 1 Convertible,15,1920x1080,Intel Core i7,16,256GB SSD,AMD Radeon,Windows,1.71,179900,22077
Asus,Gaming,17.3,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,3,103900,35306
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,256GB Flash Storage,Intel HD,Windows,1.13,204900,28689
Asus,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,3,116800,24533
Asus,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,1.99,135000,34937
Razer,Ultrabook,12.5,3840x2160,Intel Core i7,16,512GB SSD,Intel HD,Windows,1.29,179900,29836
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.7,148899,28732
Razer,Gaming,14,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,1.95,289900,29990
Asus,Ultrabook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows,1.8,198300,28645
Lenovo,Ultrabook,14,1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows,1.13,249900,26768
Razer,Gaming,14,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,1.95,259900,29274
Lenovo,Notebook,17.3,1600x900,Intel Core i7,6,128GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.8,94900,27546
Asus,Notebook,15.6,3840x2160,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2,129900,23617
Razer,Ultrabook,12.5,3840x2160,Intel Core i7,8,256GB SSD,Intel HD,Windows,1.25,102900,34299
Razer,Gaming,14,1920x1080,Intel Core i7,16,1TB SSD,Nvidia GeForce,Windows,1.95,349900,27436
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3,150400,30141
Samsung,Ultrabook,15,1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows,1.23,184900,32590
Lenovo,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,2.2,66900,29111
Asus,Gaming,17.3,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows,3,118700,28111
Lenovo,Notebook,14,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows,1.87,85900,35869
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,3,159100,31999
Asus,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows,2.9,152900,32843
